"Connector Name","Connector Description","Tables","Data collection rule support","Supported by"
"Varonis SaaS","Varonis SaaS provides the capability to ingest Varonis Alerts into Microsoft Sentinel. Varonis prioritizes deep data visibility, classification capabilities, and automated remediation for data access. Varonis builds a single prioritized view of risk for your data, so you can proactively and systematically eliminate risk from insider threats and cyberattacks.","VaronisAlerts_CL","FALSE","Varonis"
"Vectra XDR (using Azure Functions)","The Vectra XDR connector gives the capability to ingest Vectra Detections, Audits, Entity Scoring, Lockdown, Health and Entities data into Microsoft Sentinel through the Vectra REST API. Refer to the API documentation: https://support.vectra.ai/s/article/KB-VS-1666 for more information.","Detections_Data_CL; Audits_Data_CL; Entity_Scoring_Data_CL; Lockdown_Data_CL; Health_Data_CL; Entities_Data_CL","FALSE","Vectra Support"
"VMware Carbon Black Cloud (using Azure Functions)","The VMware Carbon Black Cloud connector provides the capability to ingest Carbon Black data into Microsoft Sentinel. The connector provides visibility into Audit, Notification and Event logs in Microsoft Sentinel to view dashboards, create custom alerts, and to improve monitoring and investigation capabilities.","CarbonBlackEvents_CL; CarbonBlackNotifications_CL; CarbonBlackAuditLogs_CL","FALSE","Microsoft Corporation"
"VMware Carbon Black Cloud via AWS S3","The VMware Carbon Black Cloud via AWS S3 data connector provides the capability to ingest watchlist, alerts, auth and endpoints events via AWS S3 and stream them to ASIM normalized tables. The connector enables event retrieval to assess potential security risks, monitor collaboration, and diagnose and troubleshoot configuration issues.","CarbonBlack_Alerts_CL","FALSE","Microsoft Corporation"
"Windows DNS Events via AMA","The Windows DNS log connector allows you to easily filter and stream all analytics logs from your Windows DNS servers to your Microsoft Sentinel workspace using the Azure Monitoring agent (AMA). Having this data in Microsoft Sentinel helps you identify issues and security threats such as: - Trying to resolve malicious domain names. - Stale resource records. - Frequently queried domain names and talkative DNS clients. - Attacks performed on DNS server. You can get the following insights into your Windows DNS servers from Microsoft Sentinel: - All logs centralized in a single place. - Request load on DNS servers. - Dynamic DNS registration failures. Windows DNS events are supported by Advanced SIEM Information Model (ASIM) and stream data into the ASimDnsActivityLogs table. Learn more . For more information, see the Microsoft Sentinel documentation .","ASimDnsActivityLogs","FALSE","Microsoft Corporation"
"Windows Firewall","Windows Firewall is a Microsoft Windows application that filters information coming to your system from the Internet and blocking potentially harmful programs. The software blocks most programs from communicating through the firewall. Users simply add a program to the list of allowed programs to allow it to communicate through the firewall. When using a public network, Windows Firewall can also secure the system by blocking all unsolicited attempts to connect to your computer. For more information, see the Microsoft Sentinel documentation .","No Table Information available.","FALSE","Microsoft Corporation"
"Windows Firewall Events via AMA","Windows Firewall is a Microsoft Windows application that filters information coming to your system from the internet and blocking potentially harmful programs. The firewall software blocks most programs from communicating through the firewall. To stream your Windows Firewall application logs collected from your machines, use the Azure Monitor agent (AMA) to stream those logs to the Microsoft Sentinel workspace. A configured data collection endpoint (DCE) is required to be linked with the data collection rule (DCR) created for the AMA to collect logs. For this connector, a DCE is automatically created in the same region as the workspace. If you already use a DCE stored in the same region, it's possible to change the default created DCE and use your existing one through the API. DCEs can be located in your resources with SentinelDCE prefix in the resource name. For more information, see the following articles: - Data collection endpoints in Azure Monitor - Microsoft Sentinel documentation","No Table Information available.","FALSE","Microsoft Corporation"
"Windows Forwarded Events","You can stream all Windows Event Forwarding (WEF) logs from the Windows Servers connected to your Microsoft Sentinel workspace using Azure Monitor Agent (AMA). This connection enables you to view dashboards, create custom alerts, and improve investigation. This gives you more insight into your organization’s network and improves your security operation capabilities. For more information, see the Microsoft Sentinel documentation .","WindowsEvent","FALSE","Microsoft Corporation"
"Windows Security Events via AMA","You can stream all security events from the Windows machines connected to your Microsoft Sentinel workspace using the Windows agent. This connection enables you to view dashboards, create custom alerts, and improve investigation. This gives you more insight into your organization’s network and improves your security operation capabilities. For more information, see the Microsoft Sentinel documentation .","SecurityEvent","FALSE","Microsoft Corporation"
"WithSecure Elements API (Azure Function)","WithSecure Elements is the unified cloud-based cyber security platform designed to reduce risk, complexity, and inefficiency. Elevate your security from your endpoints to your cloud applications. Arm yourself against every type of cyber threat, from targeted attacks to zero-day ransomware. WithSecure Elements combines powerful predictive, preventive, and responsive security capabilities - all managed and monitored through a single security center. Our modular structure and flexible pricing models give you the freedom to evolve. With our expertise and insight, you'll always be empowered - and you'll never be alone. With Microsoft Sentinel integration, you can correlate security events data from the WithSecure Elements solution with data from other sources, enabling a rich overview of your entire environment and faster reaction to threats. With this solution Azure Function is deployed to your tenant, polling periodically for the WithSecure Elements security events. For more information visit our website at: https://www.withsecure.com .","WsSecurityEvents_CL","FALSE","WithSecure"
"Wiz (using Azure Functions)","The Wiz connector allows you to easily send Wiz Issues, Vulnerability Findings, and Audit logs to Microsoft Sentinel.","WizIssues_CL; WizIssuesV2_CL; WizVulnerabilities_CL; WizVulnerabilitiesV2_CL; WizAuditLogs_CL; WizAuditLogsV2_CL","FALSE","Wiz"
"Workday User Activity","The Workday User Activity data connector provides the capability to ingest User Activity Logs from Workday API into Microsoft Sentinel.","ASimAuditEventLogs","FALSE","Microsoft Corporation"
"Workplace from Facebook (using Azure Functions)","The Workplace data connector provides the capability to ingest common Workplace events into Microsoft Sentinel through Webhooks. Webhooks enable custom integration apps to subscribe to events in Workplace and receive updates in real time. When a change occurs in Workplace, an HTTPS POST request with event information is sent to a callback data connector URL. Refer to Webhooks documentation for more information. The connector enables event retrieval to assess potential security risks, monitor collaboration, and diagnose and troubleshoot configuration issues.","Workplace_Facebook_CL","FALSE","Microsoft Corporation"
"Zero Networks Segment Audit","The Zero Networks Segment Audit data connector provides the capability to ingest Zero Networks Audit events into Microsoft Sentinel through the REST API. This data connector uses Microsoft Sentinel native polling capability.","ZNSegmentAuditNativePoller_CL","FALSE","Zero Networks"
"Zero Networks Segment Audit (Function) (using Azure Functions)","The Zero Networks Segment Audit data connector provides the capability to ingest Audit events into Microsoft Sentinel through the REST API. Refer to API guide for more information. The connector enables event retrieval to assess potential security risks, monitor collaboration, and diagnose and troubleshoot configuration issues.","ZNSegmentAudit_CL","FALSE","Zero Networks"
"ZeroFox CTI (using Azure Functions)","The ZeroFox CTI data connectors provide the capability to ingest the different ZeroFox cyber threat intelligence alerts into Microsoft Sentinel.","ZeroFox_CTI_advanced_dark_web_CL; ZeroFox_CTI_botnet_CL; ZeroFox_CTI_breaches_CL; ZeroFox_CTI_C2_CL; ZeroFox_CTI_compromised_credentials_CL; ZeroFox_CTI_credit_cards_CL; ZeroFox_CTI_dark_web_CL; ZeroFox_CTI_discord_CL; ZeroFox_CTI_disruption_CL; ZeroFox_CTI_email_addresses_CL; ZeroFox_CTI_exploits_CL; ZeroFox_CTI_irc_CL; ZeroFox_CTI_malware_CL; ZeroFox_CTI_national_ids_CL; ZeroFox_CTI_phishing_CL; ZeroFox_CTI_phone_numbers_CL; ZeroFox_CTI_ransomware_CL; ZeroFox_CTI_telegram_CL; ZeroFox_CTI_threat_actors_CL; ZeroFox_CTI_vulnerabilities_CL","FALSE","ZeroFox"
"ZeroFox Enterprise - Alerts (Polling CCF)","Collects alerts from ZeroFox API.","ZeroFoxAlertPoller_CL","FALSE","ZeroFox"
"Zimperium Mobile Threat Defense","Zimperium Mobile Threat Defense connector gives you the ability to connect the Zimperium threat log with Microsoft Sentinel to view dashboards, create custom alerts, and improve investigation. This gives you more insight into your organization's mobile threat landscape and enhances your security operation capabilities.","ZimperiumThreatLog_CL","FALSE","Zimperium"
"Zoom Reports (using Azure Functions)","The Zoom Reports data connector provides the capability to ingest Zoom Reports events into Microsoft Sentinel through the REST API. Refer to API documentation for more information. The connector enables event retrieval to assess potential security risks, monitor collaboration, and diagnose and troubleshoot configuration issues.","Zoom_CL","FALSE","Microsoft Corporation"
